,year,month,day,total_fee,total_received_satoshi,total_sent_satoshi,mean_fee_satoshi,mean_feeUSD,mean_fee_for100,nb_transactions,nb_payments,mean_nb_inputs,mean_nb_outputs,nb_mining,total_mining_satoshi,newly_created_coins,self_spent_satoshi,total_received,volume_without_self
2017-04-14,2017,4,14,23916181440,221587106303533,221417106303533,85258.11967274477,100121444.8824786,2.0293540236755354,280515,813479,2.170703883927776,2.8999483093595706,136,193916181440,170000000000,14370257045805,221587106303533,207216849257728
2017-04-15,2017,4,15,20461644832,165647011424754,165463261424754,74912.11469492059,88063845.68997285,2.149239004845551,273142,782114,2.4516332164222274,2.863397060869438,147,204211644832,183750000000,16761012219418,165647011424754,148885999205336
2017-04-16,2017,4,16,16052759607,190404263563661,190220513563661,73050.43302586132,85738665.4853803,2.1460190440315268,219749,668903,2.8902793641836824,3.0439410418249913,147,199802759607,183750000000,62298859639730,190404263563661,128105403923931
2017-04-17,2017,4,17,17974750573,241898248168133,241719498168133,75285.33673849763,89732686.68612842,1.9573078382254434,238755,697621,2.4402965382923916,2.921911583003497,143,196724750573,178750000000,62159815744150,241898248168133,179738432423983
2017-04-18,2017,4,18,21200828220,238179793894984,238006043894984,73176.70524401062,87968020.06014447,1.7939743815826326,289721,700050,2.1469482709227155,2.4162901550112004,139,194950828220,173750000000,17865835824582,238179793894984,220313958070402
2017-04-19,2017,4,19,21531320755,221504395421408,221321895421408,67405.23228803716,81530734.11147459,1.850943269047323,319431,771609,2.074789234607787,2.4155733163030515,146,204031320755,182500000000,17443359364271,221504395421408,204061036057137
2017-04-20,2017,4,20,23550118847,225691886903768,225509386903768,84159.86665642221,104005024.25626796,1.9829276352933538,279826,662110,2.4621657744455483,2.3661489639990565,146,206050118847,182500000000,26307945123991,225691886903768,199383941779777
2017-04-21,2017,4,21,23890843065,235116748957194,234915498957194,74331.82455010455,92716764.78927553,1.9606957033831511,321408,807301,2.250021779171645,2.511763863998407,161,225140843065,201250000000,49202378860251,235116748957194,185914370096943
2017-04-22,2017,4,22,18159320283,177007244640979,176825994640979,66620.63806690196,82846122.40760669,1.8999855393303877,272578,688847,2.390658820594472,2.527155529793307,145,199409320283,181250000000,30318887546236,177007244640979,146688357094743
2017-04-23,2017,4,23,16714033296,154900911314202,154713411314202,69038.58080025775,86298326.93536592,2.024238168453902,242097,617444,2.5677393771917867,2.5503992201472965,150,204214033296,187500000000,27670210937611,154900911314202,127230700376591
2017-04-24,2017,4,24,18188164731,189847052116110,189685802116110,79919.17080876343,100477538.70020908,1.9227597848980849,227582,584124,2.5348445834907856,2.5666528987354007,129,179438164731,161250000000,19278459055408,189847052116110,170568593060702
2017-04-25,2017,4,25,26873144941,318260183021774,318082683021774,87352.00311075861,111798749.49767932,2.0213386815041847,307642,747553,2.0378361862164462,2.4299445459332603,142,204373144941,177500000000,11716669486626,318260183021774,306543513535148
2017-04-26,2017,4,26,25450208841,248540799797577,248349549797577,75725.73773520906,98177319.0754713,1.8632490525121068,336084,786966,2.047788648076076,2.3415753204556005,153,216700208841,191250000000,20795024447970,248540799797577,227745775349607
2017-04-27,2017,4,27,25021639116,256183412411627,256005912411627,86385.47464362285,116265347.62931715,1.8354619889572426,289651,725456,2.235566250418607,2.504586554163459,142,202521639116,177500000000,13822984453449,256183412411627,242360427958178
2017-04-28,2017,4,28,24820182543,252682243273192,252513493273192,82595.18190440061,111337075.14369577,1.7727273100964058,300504,741534,1.9830384953278493,2.467634374251258,135,193570182543,168750000000,31062909598882,252682243273192,221619333674310
2017-04-29,2017,4,29,26987229923,214656796292399,214433046292399,74668.13654410686,101378064.50654088,1.9878913296731104,361429,890914,2.2719925628546687,2.4649765237432524,179,250737229923,223750000000,20534985331160,214656796292399,194121810961239
2017-04-30,2017,4,30,19968446308,177532955980796,177341705980796,70480.93234080554,97401577.58359885,1.9393339469648467,283317,677730,2.5083351863813323,2.3921261343300966,153,211218446308,191250000000,25474132150931,177532955980796,152058823829865
2017-05-01,2017,5,1,21812961626,242318611734748,242136111734748,77828.66326992997,111835238.78702323,2.090863571302296,280269,713917,2.32201206697851,2.5472563858293285,146,204312961626,182500000000,33754803471045,242318611734748,208563808263703
2017-05-02,2017,5,2,27734772254,260697254944135,260493504944135,80552.21561508882,117913870.4378502,1.801491880763569,344308,828902,2.124591935127851,2.4074433356181095,163,231484772254,203750000000,26791999407147,260697254944135,233905255536988
2017-05-03,2017,5,3,24761248599,253359000917623,253190250917623,82367.26963941188,125149566.01105185,1.7674249062311391,300620,723701,2.061875457388065,2.407361452997139,135,193511248599,168750000000,56152944224928,253359000917623,197206056692695
2017-05-04,2017,5,4,29885695542,287708567025374,287509817025374,87672.70267368385,135001065.07197857,1.8934741391904375,340878,876048,2.058777627186266,2.5699751817365746,159,228635695542,198750000000,20698201968335,287708567025374,267010365057039
2017-05-05,2017,5,5,26515265744,288981716073249,288812966073249,95929.0379841175,146757083.24509856,1.9983067678784892,276405,693714,2.1163039742406977,2.5097737016334727,135,195265265744,168750000000,37666926571501,288981716073249,251314789501748
2017-05-06,2017,5,6,30984675148,277646015037296,277428515037296,82574.9342351778,129913949.21945831,2.1305200397792565,375231,911289,2.0968363488091337,2.4286079774858687,174,248484675148,217500000000,22707696954420,277646015037296,254938318082876
2017-05-07,2017,5,7,26351878397,217115899035998,216917149035998,87570.75244665543,133656421.71279162,2.387136775775916,300921,719588,2.4361908939555565,2.391285420425959,159,225101878397,198750000000,24164395582003,217115899035998,192951503453995
2017-05-08,2017,5,8,32074472780,384238551996603,384011051996603,86893.01967349902,146422258.78098494,1.9967223318937173,369126,917115,2.2233790087937453,2.4845581183660865,182,259574472780,227500000000,67981296249164,384238551996603,316257255747439
2017-05-09,2017,5,9,30209132263,317086604996219,316891604996219,90425.11580494433,155461393.3678824,1.881162295196322,334079,803977,2.153412815531656,2.406547553123662,156,225209132263,195000000000,41392639238884,317086604996219,275693965757335
2017-05-10,2017,5,10,30406293792,391579183849253,391395433849253,99379.31439852007,177143531.2367879,1.9518192318740233,305962,803112,2.032314470424432,2.624874984475196,147,214156293792,183750000000,45980681504279,391579183849253,345598502344974
2017-05-11,2017,5,11,27905188213,304044086865178,303872836865178,91932.49065362061,168740942.10007218,1.9918853752982053,303540,732414,2.0013375502404953,2.4129076892666537,137,199155188213,171250000000,18330793980833,304044086865178,285713292884345
2017-05-12,2017,5,12,32162589902,307474116172894,307282866172894,101790.01139981645,173517525.54011357,2.0566547863559634,315970,793236,2.0904674494414026,2.510478842928126,153,223412589902,191250000000,19189410281665,307474116172894,288284705891229
2017-05-13,2017,5,13,30759500877,298513512684863,298312262684863,92010.56785739925,163764108.3877356,1.8967628403326011,334304,824365,2.140249593184646,2.4659142576816313,161,232009500877,201250000000,6909822558850,298513512684863,291603690126013
2017-05-14,2017,5,14,29496949936,260313005949639,260109255949639,80168.91553127591,143870615.4116894,2.1609330818789316,367935,877145,2.0568687404025168,2.3839672768287876,163,233246949936,203750000000,11802605402836,260313005949639,248510400546803
2017-05-15,2017,5,15,32115855323,307964724217992,307754724217992,98337.82521349595,170801278.70100942,2.0956651505924984,326587,833811,2.323782024391663,2.5531052981288296,168,242115855323,210000000000,20336200678452,307964724217992,287628523539540
2017-05-16,2017,5,16,34499429414,285790032760906,285617532760906,139820.98327794438,245669239.62604576,2.323881664633767,246740,635335,2.576550214801005,2.574916916592364,138,206999429414,172500000000,24696406590229,285790032760906,261093626170677
2017-05-17,2017,5,17,48885583504,394242901892467,394049151892467,156101.18436867348,282347407.18441975,2.5150550225858117,313166,766032,2.271099033739295,2.446089294495571,155,242635583504,193750000000,14708350316904,394242901892467,379534551575563
2017-05-18,2017,5,18,39103825280,322505974849532,322330974849532,136873.1064705594,259271514.5453306,2.4881673313974213,285694,718528,2.2350906914390922,2.515026566886249,140,214103825280,175000000000,23968891864936,322505974849532,298537082984596
2017-05-19,2017,5,19,42522792679,293062195581287,292865945581287,138343.09136486083,272196332.01833475,2.449979722262647,307372,775032,2.2969431177856148,2.5214788594927318,157,238772792679,196250000000,22876940913789,293062195581287,270185254667498
2017-05-20,2017,5,20,39751996412,287510489193975,287301739193975,112243.99464644211,229888909.51673454,2.6313943892069696,354157,828387,2.2264504160584146,2.33903890082647,167,248501996412,208750000000,10814407656724,287510489193975,276696081537251
2017-05-21,2017,5,21,35620818659,229360013415822,229173763415822,109015.51234583014,222960982.96335864,2.6973400944291974,326750,771117,2.1793052792654937,2.3599602142310636,149,221870818659,186250000000,17151341803014,229360013415822,212208671612808
2017-05-22,2017,5,22,39427521058,325128270384555,324949520384555,122021.29567343401,253675392.8564975,2.555142563277596,323120,753598,1.992773582569943,2.3322542708591234,143,218177521058,178750000000,22437493425743,325128270384555,302690776958812
2017-05-23,2017,5,23,46509681340,400493697221160,400287447221160,127957.34911053765,288836631.723315,2.6549670833648933,363478,877008,2.101942896131265,2.4128227843225725,165,252759681340,206250000000,23843255472594,400493697221160,376650441748566
2017-05-24,2017,5,24,48408112685,369573273892972,369372023892972,136866.32234816463,330533171.2899009,3.013201284155272,353689,863227,2.0072068964542296,2.440638527067565,161,249658112685,201250000000,14544304563833,369573273892972,355028969329139
2017-05-25,2017,5,25,48572541714,355990691642158,355793191642158,141851.60159220602,329039162.01206267,2.7153833628575734,342418,844312,2.070288361009059,2.465734862069167,158,246072541714,197500000000,22147812449979,355990691642158,333842879192179
2017-05-26,2017,5,26,47276965399,282903213324020,282711963324020,142021.48903528534,323726438.5911011,2.9231148268513305,332886,823104,2.032437531166826,2.472630269822101,153,238526965399,191250000000,11328808450766,282903213324020,271574404873254
2017-05-27,2017,5,27,51659619701,271988588879101,271784838879101,158762.16140938565,324557572.838902,3.0241405043654717,325390,825325,2.319969882295092,2.53641783705707,163,255409619701,203750000000,7931522447813,271988588879101,264057066431288
2017-05-28,2017,5,28,44010217518,270933087206350,270724337206350,138541.9874207897,308353029.6364075,3.4139005992214537,317667,817840,2.4991390355309178,2.5745198588458984,167,252760217518,208750000000,6388062983085,270933087206350,264545024223265
2017-05-29,2017,5,29,48809516874,258126547399647,257931547399647,154530.42634483325,353058108.8584004,3.6714758512332657,315857,794071,2.2266943585230026,2.5140205852648507,156,243809516874,195000000000,13879239825431,258126547399647,244247307574216
2017-05-30,2017,5,30,58170285591,370534956529128,370313706529128,165901.71887539892,359552891.1494881,2.8931588809794175,350631,848525,2.2060884519623194,2.4199942389577647,177,279420285591,221250000000,8100413864643,370534956529128,362434542664485
2017-05-31,2017,5,31,57962618307,339518956723140,339308956723140,176746.01472511992,406415550.42851025,3.183250257805936,327943,848808,2.2733035923925806,2.5882790606904247,168,267962618307,210000000000,11647096050988,339518956723140,327871860672152
2017-06-01,2017,6,1,57252171145,340224914899442,340013664899442,177132.30165801922,425097631.31542844,3.3533077670748126,323217,805712,2.405374717295192,2.4927896738104742,169,268502171145,211250000000,14305698638344,340224914899442,325919216261098
2017-06-02,2017,6,2,48242101910,305512689369890,305321439369890,167454.38736371495,415190397.3722308,3.354555682866951,288091,765278,2.3774467095466365,2.656375936769979,153,239492101910,191250000000,9319142613263,305512689369890,296193546756627
2017-06-03,2017,6,3,52746241106,313579462784191,313345712784191,179685.2341218472,458116848.2975817,3.870729322542498,293548,800784,3.047924019240465,2.7279490918010003,187,286496241106,233750000000,14732963419166,313579462784191,298846499365025
2017-06-04,2017,6,4,44715002472,348414245291366,348220495291366,175466.48800988874,443051811.3524344,3.922060494016978,254835,696492,2.8095238095238093,2.7331096591912414,155,238465002472,193750000000,10839251080556,348414245291366,337574994210810
2017-06-05,2017,6,5,45320365556,307153207925675,306950707925675,161420.30757942726,433464993.9091797,3.222613874942892,280760,711444,2.6552037327254596,2.5339934463598803,162,247820365556,202500000000,14659914493157,307153207925675,292493293432518
2017-06-06,2017,6,6,52349461750,273101180528392,272903680528392,170046.3913088672,488261311.0770392,3.7168734678992394,307854,800575,2.3985460640433454,2.600502186101204,158,249849461750,197500000000,16770039984965,273101180528392,256331140543427
2017-06-07,2017,6,7,65906347674,253466681030666,253265431030666,197255.88620119958,533924344.6752578,3.5157402910619857,334116,813390,2.2890822349124256,2.4344539022375464,161,267156347674,201250000000,8921088394377,253466681030666,244545592636289
